Timestamp,Sensor1,Sensor2,label,Subject
2025-03-20 12:06:48,42,37,Heel Tapping,Andrea
2025-03-20 12:06:48,41,40,Heel Tapping,Andrea
2025-03-20 12:06:48,41,44,Heel Tapping,Andrea
2025-03-20 12:06:48,42,44,Heel Tapping,Andrea
2025-03-20 12:06:48,60,85,Heel Tapping,Andrea
2025-03-20 12:06:49,73,127,Heel Tapping,Andrea
2025-03-20 12:06:49,77,130,Heel Tapping,Andrea
2025-03-20 12:06:49,67,105,Heel Tapping,Andrea
2025-03-20 12:06:49,48,50,Heel Tapping,Andrea
2025-03-20 12:06:49,41,46,Heel Tapping,Andrea
2025-03-20 12:06:49,40,42,Heel Tapping,Andrea
2025-03-20 12:06:50,40,42,Heel Tapping,Andrea
2025-03-20 12:06:50,44,54,Heel Tapping,Andrea
2025-03-20 12:06:50,71,137,Heel Tapping,Andrea
2025-03-20 12:06:50,80,150,Heel Tapping,Andrea
2025-03-20 12:06:50,81,155,Heel Tapping,Andrea
2025-03-20 12:06:50,35,45,Heel Tapping,Andrea
2025-03-20 12:06:50,37,37,Heel Tapping,Andrea
2025-03-20 12:06:51,32,35,Heel Tapping,Andrea
2025-03-20 12:06:51,31,33,Heel Tapping,Andrea
2025-03-20 12:06:51,34,35,Heel Tapping,Andrea
2025-03-20 12:06:51,55,94,Heel Tapping,Andrea
2025-03-20 12:06:51,77,135,Heel Tapping,Andrea
2025-03-20 12:06:51,80,150,Heel Tapping,Andrea
2025-03-20 12:06:52,82,153,Heel Tapping,Andrea
2025-03-20 12:06:52,44,62,Heel Tapping,Andrea
2025-03-20 12:06:52,36,39,Heel Tapping,Andrea
2025-03-20 12:06:52,31,39,Heel Tapping,Andrea
2025-03-20 12:06:52,32,34,Heel Tapping,Andrea
2025-03-20 12:06:52,35,36,Heel Tapping,Andrea
2025-03-20 12:06:52,39,39,Heel Tapping,Andrea
2025-03-20 12:06:53,57,84,Heel Tapping,Andrea
2025-03-20 12:06:53,76,127,Heel Tapping,Andrea
2025-03-20 12:06:53,81,138,Heel Tapping,Andrea
2025-03-20 12:06:53,89,145,Heel Tapping,Andrea
2025-03-20 12:06:53,80,142,Heel Tapping,Andrea
2025-03-20 12:06:53,34,46,Heel Tapping,Andrea
2025-03-20 12:06:54,42,44,Heel Tapping,Andrea
2025-03-20 12:06:54,38,38,Heel Tapping,Andrea
2025-03-20 12:06:54,44,42,Heel Tapping,Andrea
2025-03-20 12:06:54,56,70,Heel Tapping,Andrea
2025-03-20 12:06:54,74,127,Heel Tapping,Andrea
2025-03-20 12:06:54,79,149,Heel Tapping,Andrea
2025-03-20 12:06:55,86,159,Heel Tapping,Andrea
2025-03-20 12:06:55,80,145,Heel Tapping,Andrea
2025-03-20 12:06:55,46,78,Heel Tapping,Andrea
2025-03-20 12:06:55,34,35,Heel Tapping,Andrea
2025-03-20 12:06:55,35,37,Heel Tapping,Andrea
2025-03-20 12:06:55,35,36,Heel Tapping,Andrea
2025-03-20 12:06:55,38,39,Heel Tapping,Andrea
2025-03-20 12:06:56,42,42,Heel Tapping,Andrea
2025-03-20 12:06:56,49,65,Heel Tapping,Andrea
2025-03-20 12:06:56,60,103,Heel Tapping,Andrea
2025-03-20 12:06:56,64,117,Heel Tapping,Andrea
2025-03-20 12:06:56,69,124,Heel Tapping,Andrea
2025-03-20 12:06:56,41,52,Heel Tapping,Andrea
2025-03-20 12:06:57,35,36,Heel Tapping,Andrea
2025-03-20 12:06:57,32,35,Heel Tapping,Andrea
2025-03-20 12:06:57,32,35,Heel Tapping,Andrea
2025-03-20 12:06:57,37,39,Heel Tapping,Andrea
2025-03-20 12:06:57,35,49,Heel Tapping,Andrea
2025-03-20 12:06:57,62,106,Heel Tapping,Andrea
2025-03-20 12:06:57,70,127,Heel Tapping,Andrea
2025-03-20 12:06:58,78,144,Heel Tapping,Andrea
2025-03-20 12:06:58,74,136,Heel Tapping,Andrea
2025-03-20 12:06:58,38,50,Heel Tapping,Andrea
2025-03-20 12:06:58,32,39,Heel Tapping,Andrea
2025-03-20 12:06:58,34,36,Heel Tapping,Andrea
2025-03-20 12:06:58,36,38,Heel Tapping,Andrea
2025-03-20 12:06:59,43,41,Heel Tapping,Andrea
2025-03-20 12:06:59,44,46,Heel Tapping,Andrea
2025-03-20 12:06:59,68,111,Heel Tapping,Andrea
2025-03-20 12:06:59,80,139,Heel Tapping,Andrea
2025-03-20 12:06:59,82,143,Heel Tapping,Andrea
2025-03-20 12:06:59,72,126,Heel Tapping,Andrea
2025-03-20 12:06:59,56,82,Heel Tapping,Andrea
2025-03-20 12:07:00,39,37,Heel Tapping,Andrea
2025-03-20 12:07:00,35,36,Heel Tapping,Andrea
2025-03-20 12:07:00,34,36,Heel Tapping,Andrea
2025-03-20 12:07:00,38,39,Heel Tapping,Andrea
2025-03-20 12:07:00,38,41,Heel Tapping,Andrea
2025-03-20 12:07:00,47,70,Heel Tapping,Andrea
2025-03-20 12:07:01,66,110,Heel Tapping,Andrea
2025-03-20 12:07:01,74,142,Heel Tapping,Andrea
2025-03-20 12:07:01,81,149,Heel Tapping,Andrea
2025-03-20 12:07:01,62,103,Heel Tapping,Andrea
2025-03-20 12:07:01,37,44,Heel Tapping,Andrea
2025-03-20 12:07:01,32,37,Heel Tapping,Andrea
2025-03-20 12:07:01,29,32,Heel Tapping,Andrea
2025-03-20 12:07:02,30,35,Heel Tapping,Andrea
2025-03-20 12:07:02,35,36,Heel Tapping,Andrea
2025-03-20 12:07:02,34,43,Heel Tapping,Andrea
2025-03-20 12:07:02,53,79,Heel Tapping,Andrea
2025-03-20 12:07:02,90,167,Heel Tapping,Andrea
2025-03-20 12:07:02,87,170,Heel Tapping,Andrea
2025-03-20 12:07:56,125,244,Toe Tapping,Andrea
2025-03-20 12:07:56,127,247,Toe Tapping,Andrea
2025-03-20 12:07:56,131,244,Toe Tapping,Andrea
2025-03-20 12:07:56,127,244,Toe Tapping,Andrea
2025-03-20 12:07:56,126,244,Toe Tapping,Andrea
2025-03-20 12:07:57,126,243,Toe Tapping,Andrea
2025-03-20 12:07:57,129,247,Toe Tapping,Andrea
2025-03-20 12:07:57,127,245,Toe Tapping,Andrea
